asin,title,brand,price,costBasis,estimatedProfit,roiPercent,profitMarginPercent,rating,reviewCount,monthlySold,isPrime,url,reasons
B00MG4X4LK,Krikland Signature Ultra Clean Premium Laundry Detergent with 2X Concentrate,,37.99,29.99,8,26.68,21.06,4.5,503,50,,https://www.amazon.com/Krikland-Signature-Premium-Detergent-Concentrate/dp/B00MG4X4LK/ref=sr_1_1?dib=eyJ2IjoiMSJ9.o6uPELVDhKKFBySA-amrA0gx_OeOOlX0I3_vwkJDGvATOp3zWHvjfVOtx46_T9h3rd97PkqtkXBdjchl4DMkRpwUD6juMIxcOQF5pOfrO7FQJpCm4ZG4J2Iav2ZIU_JKnRhf_-QbODblTP5qa1xAGwO0kWBbenxtWM1gkrMp3EiV3Prqnlz5MeH56MXd6wtaSngWLhgR2rSUF-uhhnCkOLe9PGI9qn_uK5WRgVsF7IJs5H9RjgpL65hm0OzxQXChMOfCwA2lOvyQIuUq-wjsj2GqvOhPSmmCkX7uYiyifD0.7vkoFvAr-j1FZi5ncqH0NwsAyl3jeHon-JKBm10adKs&dib_tag=se&keywords=kirkland%2Bsignature&qid=1784698179&sr=8-1,
