asin,title,brand,price,costBasis,estimatedProfit,roiPercent,profitMarginPercent,rating,reviewCount,monthlySold,isPrime,url,reasons
B00MG4X4LK,Krikland Signature Ultra Clean Premium Laundry Detergent with 2X Concentrate,,37.99,29.99,8,26.68,21.06,4.5,503,50,,https://www.amazon.com/Krikland-Signature-Premium-Detergent-Concentrate/dp/B00MG4X4LK/ref=sr_1_1?dib=eyJ2IjoiMSJ9.o6uPELVDhKKFBySA-amrA1pzHOxVje13WZKHF52j23um0HOznOaIfrYHP55u-grwWrUQs2Mgj0L59TVnM2p4zJwUD6juMIxcOQF5pOfrO7F8_t9LxyXLJ-UHJ5AgYQJGmOgc4RPbptuV4COLWw7TZ3Qj_vbdKRqwVSXDDNLSd_KqV6sU9ukZ7-2V7Lspq4o91zsVMBW7AK64Rnhgervoybe9PGI9qn_uK5WRgVsF7IJs5H9RjgpL65hm0OzxQXChMOfCwA2lOvyQIuUq-wjsj-SW4Vb2zgIJSWZjT6Rl-UI.XPtQc33tZArDqE-nCghAwK1P02J4pPyM5RIWSxN0Akg&dib_tag=se&keywords=kirkland%2Bsignature&qid=1784698236&sr=8-1,
