asin,title,brand,price,costBasis,estimatedProfit,roiPercent,profitMarginPercent,rating,reviewCount,monthlySold,isPrime,url,reasons
B00MG4X4LK,Krikland Signature Ultra Clean Premium Laundry Detergent with 2X Concentrate,,36.86,29.99,6.87,22.91,18.64,4.5,503,50,,https://www.amazon.com/Krikland-Signature-Premium-Detergent-Concentrate/dp/B00MG4X4LK/ref=sr_1_1?dib=eyJ2IjoiMSJ9.o6uPELVDhKKFBySA-amrA0gx_OeOOlX0I3_vwkJDGvATOp3zWHvjfVOtx46_T9h3rd97PkqtkXBdjchl4DMkRpwUD6juMIxcOQF5pOfrO7FQJpCm4ZG4J2Iav2ZIU_JKM414DeSHl7rPA2FqIA95fHQj_vbdKRqwVSXDDNLSd_LH2HTpkLSsXcQVg6bsAXzfr8LZMxgRjHNSQljNCH_f1vFuUzlSQrwGfujRt9eOsmQQDMJIhAAx4FaFFL_h9NVRHOM9iFtTjCCGaNh9PN6P-mGqvOhPSmmCkX7uYiyifD0.aZRudseYGI_0UqpMkj391-Rg6zE3sf6dKupqw951rSg&dib_tag=se&keywords=kirkland%2Bsignature&qid=1784698354&sr=8-1,
