rank,asin,profit,roi_pct,buy_box,cogs,fba_fee,fba_fee_basis,match_quality,title
1,B07GDWR1BX,10.55,35.5,44.99,29.69,4.75,enriched,high_confidence,"Kirkland Signature USDA Organic Multivitamin, 80 Coated Tablets"
